frame_index,frame_mean_pixel_error,frame_point_count,gt_individuals,pred_individuals
211,79.84083467140962,3,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
212,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
213,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
214,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
215,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
216,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
217,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
218,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
219,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
220,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
221,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
222,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
223,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
224,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
225,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
226,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
227,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
228,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
229,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
230,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
231,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
232,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
233,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
234,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
235,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
236,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
237,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
238,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
239,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
240,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
241,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
242,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
243,7.111188160993569,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
244,55.54186185482737,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
245,6.893136515980338,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
246,6.41643930646746,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
247,6.813057162835889,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
248,6.406630885722022,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
249,8.490346880236643,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
250,51.673434452169545,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
251,6.9344085601855046,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
252,7.349890989741193,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
253,171.30275799454478,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
254,14.563146498948129,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
255,7.001630241782374,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
